;Nama;Spesialisasi;Fakultas;Link Scholar
477;M. Zardan., Ir., M.T. ;Teknik Sipil;FT;https://scholar.google.com/citations?view_op=list_works&hl=en&authuser=1&user=BHqE8eMAAAAJ
478;Mahidin., Prof. Dr., S.T., M.T. ;Sumberdaya Energi Baru dan Terbarukan;FT;https://scholar.google.com/citations?hl=en&user=AE-uTa8AAAAJ
479;Mariana., Dr. Ir., M.Si ;Proses, Moedelling dan Pemisahan;FT;
480;Masduki Khamdan Muchamad., S.Kom., M.Sc. ;natural language processing, multi platform programming, deep learing, machine learning;FT;https://scholar.google.com/citations?hl=en&view_op=list_works&gmla=AJsN-F5ajicKZxcGHcLGxxhlp1FQOV6zpmkE3FJ_xDj4HJbfAu7PVNED9RW-NumDUN917dFFcBAVW3UXUSqzK3DrAj_0vkIDoW5kqADmNE8Sz_q5dicYKJE&user=eqRJzBYAAAAJ
481;Maya Fitria., S.Kom., M.Sc. ;;FT;https://scholar.google.co.id/citations?hl=en&user=tkJ7hTwAAAAJ&view_op=list_works&gmla=AJsN-F4fe88dT709ieE46Iu0NTJNzvPif3QTdVrUCGSSycE35ISPq26oe7DXxQXAh4V-lJSHmsSho8UdWwFM5UhG9eC24FqhZA
482;Melinda., Dr., ST., M.Sc ;;FT;https://scholar.google.com/citations?user=baONBOAAAAAJ&hl=en
483;Mirza Irwansyah., Dr. Ir., MBA. MLA. ;Architecture, Ecological Planning and Design, Urban Planning and Landscape Architecture;FT;https://scholar.google.co.id/citations?hl=en&user=hza238gAAAAJ
484;Mohd. Iqbal., Dr. Ir., M.T. ;Natural composite, Machining processes, Flexible Manufacturing System, Industrial Automation and Robotics, Industrial Ergonomics, Production System and Optimization;FT;https://scholar.google.com/citations?user=CU92K1AAAAAJ&hl=en
485;Mohd. Syaryadhi., S.T, M. Sc ;Microelectronics;FT;https://scholar.google.co.id/citations?user=BhkWeH0AAAAJ&hl=en
486;Muhammad Dani Supardan., Prof. Dr., ST., MT ;Teknologi pemrosesan minyak nabati, renewable energy;FT;https://scholar.google.co.id/citations?user=7GpPPCkAAAAJ&hl=en
487;Muhammad Haiqal., ST, M.Sc ;"Architecture Design; Tsunami Evacuation Buildings";FT;https://scholar.google.co.id/citations?user=_yYEynAAAAAJ&hl=id&authuser=2
488;Muhammad Heru Arie Edytia., S.T., M.Ars. ;Architectural Design, Pedagogy, Method, and Theory.;FT;https://scholar.google.co.id/citations?hl=id&user=YJxHS1gAAAAJ
489;Muhammad Ilham Maulana., Dr., ST, MT ;;FT;https://scholar.google.co.id/citations?user=PkgCOlMAAAAJ
490;Muhammad Irhamsyah., ST., MT ;Wirelesss;FT;https://scholar.google.co.id/citations?user=lI4pI5UAAAAJ&hl=id&oi=ao
491;Muhammad Tadjuddin., ST, M.Eng.Sc ;Machining, Production Technology & Control;FT;https://scholar.google.com/citations?user=z0eqtkkAAAAJ&hl=en
492;Muttaqin., Dr. Ir., M.T. ;;FT;https://scholar.google.com/citations?user=9nStoJEAAAAJ&hl=en
493;Nur Izzaty., S.T.,M.Sc.Eng ;"Industrial innovation; Integrated system ";FT;https://scholar.google.com/citations?user=8QHxvpIAAAAJ&hl=en
494;Nurdin Ali., Prof. Dr. Ir., Dipl.Ing ;Fatigue dan Corrosion, Surface Engineering, Metallurgy;FT;https://scholar.google.co.id/citations?user=eB0OPn8AAAAJ&hl=en
495;Nurul Kamal., ST., M.Sc ;Occupational safety and health (OSH), Mining Operation Management;FT;https://scholar.google.com/citations?hl=en&authuser=1&user=PrliMIoAAAAJ
496;Pocut Nurul Alam., Ir., M.T. ;;FT;https://scholar.google.co.id/citations?hl=id&user=ajj3Ko8AAAAJ
497;Putra Rizkiya., S.T., M.Sc. ;GIS, pembangunan kota berkelanjutan, SDG, low carbon town;FT;https://scholar.google.com/citations?user=kNW5zmsAAAAJ&hl=en
498;Rakhmad Syafutra Lubis., Dr., S.T., M.T. ;FACTS Technology, Power System Planning and Demand Side Management, Power system Dynamic Operation and Control, Optimal Power Flow Dispatch and Security Analysis, Power System Restructuring and Deregulation;FT;
499;Ramdhan Halid Siregar., S.T., M.T. ;Optimisasi dalam Sistem Tenaga Listrik;FT;https://scholar.google.com/citations?user=w068VOEAAAAJ&hl=en
500;Roslidar., ST., M.Sc ;;FT;https://scholar.google.com/citations?view_op=list_works&hl=en&authuser=1&user=jkilLHgAAAAJ
501;Rudi Kurniawan., Dr.-Ing., ST, M. Sc ;Sistem Kendali, Mekatronika;FT;https://scholar.google.de/citations?user=L22cYEoAAAAJ&hl=en
502;Sabri., ST, MT ;Sound and Vibration;FT;https://scholar.google.co.id/citations?hl=id&user=QClWU_kAAAAJ
503;Saifullah., Ir., M.Sc ;;FT;https://scholar.google.co.id/citations?user=ntUfY2IAAAAJ&hl=en
504;Sarika Zuhri., S.T., M.T. ;Statistics and Quality Engineering, Product design and Innovation Management;FT;https://scholar.google.com/citations?hl=id&user=rOir0AoAAAAJ&authuser=1
505;Sofyan., S.T., M.T. ;;FT;https://scholar.google.co.id/citations?user=2ndE4vcAAAAJ&hl=en
506;Sofyana., S.T., M.T. ;Teknologi Membran;FT;https://scholar.google.co.id/citations?hl=id&user=J21UCR4AAAAJ
507;Sri Aprilia., Dr.Ir., M.T ;Teknologi Membran dan Polimer Komposit ;FT;https://scholar.google.co.id/citations?hl=en&user=9ODN8HgAAAAJ&view_op=list_works&gmla=AJsN-F5DFtDVAT21sDU81KmC2OPeE5bQS04EPSf8IlA53h3hDZFXhA0icPcEgt2MPdSwnGutouf5n0_w41tUPlwp6BDUO2zG1lgCgQWY8FDZvQCunj4Ix-g
508;Sulaiman Thalib., Dr. Ir., M.T. ;Material Engineering dan Komposit;FT;https://scholar.google.co.id/citations?user=zb0la4UAAAAJ&hl=en
509;Suraiya., S.T., MT ;;FT;https://scholar.google.co.id/citations?user=2vocAZ8AAAAJ&hl=en
510;Suriadi., Dr. Ir., S.T, M.Sc., IPM., ASEAN Eng ;Aplikasi  Energi Terbarukan;FT;https://scholar.google.co.id/citations?user=FXSluO4AAAAJ&hl=en
511;Syahrial., Dr. Ir., M.Eng ;Electronic and Information Engineering;FT;https://scholar.google.com/citations?user=7nn_4EUAAAAJ&hl=en
512;Syahriza., Ir., M.Eng ;;FT;https://scholar.google.co.id/citations?user=85l2tbYAAAAJ&hl=en
513;Syahrizal., Ir., M.T ;Power System;FT;https://scholar.google.co.id/citations?hl=en&user=aM97k0QAAAAJ
514;Syaifullah., Dr., ST, M.Eng ;Nanoparticle Technology and Water Treatment;FT;https://scholar.google.co.id/citations?user=bSQ9gf4AAAAJ&hl=en
515;Taufiq A. Gani., Dr., S.Kom, M.Eng.Sc ;Heuristic Algorithm;FT;https://scholar.google.co.id/citations?user=_-HFnikAAAAJ&hl
516;Teku Muhammad Asnawi., ST.M.Eng ;Renewable Energy, Biochemical Engineering, Photocatalytic Process ;FT;https://scholar.google.com/citations?hl=id&user=-Bxoj40AAAAJ
517;Teuku Yuliar Arif., Dr., S.T, M.Kom ;;FT;https://scholar.google.co.id/citations?user=x9DW9FQAAAAJ&hl=en
518;Tripoli., Ir., M.T. ;Manajemen Konstruksi;FT;https://scholar.google.co.id/citations?hl=en&view_op=list_works&authuser=2&gmla=AJsN-F5wwLSCAh3wDkWqdUDzwev4hN8ngLv4KHMUNB__sAjRWVTD4raIgs3llMZWP79kT_FmlczPtVl_vvdn4fVUS1Nvp-VQJkjc9rGc7wcbPQtnS0syuuA&user=lhHjftAAAAAJ
519;Udink Aulia., Ir., M.Eng. ;CAD CAM, Robotic, Machining;FT;https://scholar.google.co.id/citations?user=plbA1WQAAAAJ&hl=id
520;Umi Fathanah., Dr., S.T., M.T. ;Polymer and membrane technology;FT;https://scholar.google.co.id/citations?user=1RIOYYAAAAAJ&hl=en
521;Wahyu Rinaldi., ST, M. Sc ;Air Polution, Wastewater Treatment, Renewable Energy;FT;https://scholar.google.co.id/citations?user=k7MqwkIAAAAJ&hl=en
522;Yanna Syamsuddin., Dr. Ir., M.Sc ;;FT;https://scholar.google.com/citations?user=bBShtzUAAAAJ&hl=en
523;Yulia Hayati., Dr., ST.M.Eng ;Masonry wall structure, strengthening structure of building;FT;https://scholar.google.co.id/citations?view_op=list_works&hl=id&user=EVrE744AAAAJ
524;Yunardi., Dr. Ir., MA.Sc ;Pembakaran, Pengelolaan Pencemaran, Pemodelan Dinamika Fluida Komputasi;FT;https://scholar.google.co.id/citations?user=LoYy2hYAAAAJ&hl=en
525;Yunita Arafah., ST., MT. ;Smart City, Public Urban Space, Urban Resilience.;FT;https://scholar.google.co.id/citations?user=30k5YRgAAAAJ&hl=id
526;Zahra Amalia., S.T., M.Eng. ;Struktur Beton Bertulang;FT;https://scholar.google.com/citations?user=S5pI7kSZjZIC&hl=en
527;Zainuddin., S.T.,M.Sc ;Arsitektur, Perencanaan Wilayah dan Kota;FT;https://scholar.google.co.id/citations?user=N2dPwGIAAAAJ&hl=id
528;Zul Fadhli., S.Si., M.Sc. ;Near Surface Geophysics, Geo-Archaeology;FT;https://scholar.google.co.id/citations?user=E31jQpsAAAAJ&hl=id
529;Zulfadhli., Ir., ST, M.T., IPM ;Mekanika Struktur Komposit;FT;https://scholar.google.com/citations?hl=en&user=T9BqJwsAAAAJ&view_op=list_works&citft=1&citft=2&email_for_op=zulfadhli.tm%40unsyiah.ac.id&gmla=AJsN-F72SgwkvCwIWun-t4x_QTXXTv1n8kQE0hab3jgM55I8Y8RA2k6SAclAFkbfAKi4309ffhu2f_ZV96TKk829cIKfWc-jsMGohrdHUrGqZ8Ja
530;Zulhadi Sahputra., S.T., M.T. ;Perancangan Arsitektur, Arsitektur Digital, Lokalitas Arsitektur;FT;https://scholar.google.co.id/citations?user=DLUYUT8AAAAJ&hl=en
531;Zulhelmi., S.T., M. Sc. ;Electronics, Instrumentation System, Embedded and Microprocessor System;FT;https://scholar.google.com/citations?hl=en&user=0mngk8EAAAAJ
532;Agus Arip Munawar., Dr. Ing., S.TP., M.Sc. ;Near Infrared Technology, Control System and Artificial Intelligence;FP;https://scholar.google.co.id/citations?user=K9gyNGUAAAAJ&hl=en
533;Agus Halim S.., Ir., M.Si ;Ilmu Lingkungan dan Pengelolaan Sumberdaya Alam Pesisir dan Lautan;FP;https://scholar.google.co.id/citations?hl=en&user=8z2q3EoAAAAJ&view_op=list_works&gmla=AJsN-F5HOO4jwpYcwy6NtykQTk8Bu-0gggoPRitPIn8jo3PvDzCbu0cVajPzLkPS6EGM4EgJjHTmZKRW7qoqsDxAKIVP9D4tSS6AH0XUQ-hi-a8autAJZgg
534;Agus Nugroho., Dr., S.P., M.Com. ;Natural Resource Economics, Socio-economic of Disaster, Disaster Risk Financing and Insurance;FP;https://scholar.google.com/citations?user=JErHgUoAAAAJ&hl=en
535;Agussabti., Dr. Ir., M.Si. ;;FP;https://scholar.google.co.id/citations?user=LuSVf20AAAAJ&hl=id
536;Akhmad Baihaqi., S.P., M.M. ;Agribisnis;FP;https://scholar.google.com/citations?user=Fn6bOsQAAAAJ&hl=en
537;Anshar Patria., Prof. Dr. Ir., M.Sc ;Teknologi Hasil Pertanian;FP;https://scholar.google.co.id/citations?user=y7pfKLwAAAAJ&hl=id
538;Anwar Deli., Dr., SP. M.Si. ;Ekonomi Pertanian;FP;https://scholar.google.co.id/citations?user=lHZtBQMAAAAJ&hl=id
539;Ashabul Anhar., Dr. Ir., M.Sc ;Biologi Tanah, Stok Karbon, dan Dampak Prubahan Iklim terhadap Pertanian;FP;https://scholar.google.co.id/citations?user=n08VTfcAAAAJ&hl=en
540;Cut Nur Ichsan., Dr. Ir., M.P. ;;FP;https://scholar.google.com/citations?user=Bqk5DTMAAAAJ&hl=en
541;Dewi Yunita., Dr., S.TP, M.Res ;Food Microbiology and Food Safety, Coconut and Dairy Fermented Products and Quality Improvement of Acehnese Food Products.;FP;https://scholar.google.co.id/citations?hl=en&user=YMhCtiYAAAAJ&scilu=&scisig=AMstHGQAAAAAWcsJxZb9KfWocqpzfhnEwiZhJpEp4LZF&gmla=AJsN-F5VfOK5aRyH3VyT6kFofPksou6ZOpZqvVbThs-nkyKjuFK_TMd4-6wQgGiq4LxE-dF5iwVcSKQuEhODDPgfS1AgynMBNOn58PQ0mV7WsHvmNYu50Mo&sciund=1
542;Dian Hasni., S.TP., M.Sc ;Mutu Sensorik Pangan, Pengembangan Produk, Pengolahan Kopi;FP;https://scholar.google.co.id/citations?view_op=list_works&hl=id&authuser=1&user=GBvVqv4AAAAJ
543;Dzarnisa., Dr. Ir., M.Si ;Peternakan;FP;https://scholar.google.co.id/citations?user=B5zzg-8AAAAJ&hl=id
544;Edy Marsudi., Ir., M.Si ;;FP;https://scholar.google.com/citations?user=BUYtYtwAAAAJ&hl=en
545;Efendi., Dr. Ir., M.Agric.Sc. ;;FP;https://scholar.google.co.id/citations?user=pGNvrAkAAAAJ&hl=id
546;Elly Kesumawati., Dr. Ir., M.Agric.Sc ;Horticulture;FP;https://scholar.google.com/citations?hl=en&user=576F6H0AAAAJ
547;Elvira Iskandar., Dr., SP., M.Sc ;Community Development;FP;https://scholar.google.com/citations?user=N2zvjfsAAAAJ&hl=en
548;Eti Indarti., Ir., M.Sc ;;FP;https://scholar.google.com/citations?user=2YIBUbUAAAAJ&hl=en
549;Fachruddin., S.TP.,M.Si ;Sistem Informasi Geografis, Teknik Tanah dan Air;FP;https://scholar.google.com/citations?user=gnR_zg0AAAAJ&hl=en
550;Halimursyadah., SP. M.Si ;Agronomi;FP;https://scholar.google.co.id/citations?user=pL_nKBoAAAAJ&hl=en
551;Hartati Oktarina., Dr., S.P, M.Sc ;;FP;https://scholar.google.com/citations?user=lHHJG64AAAAJ&hl=en
552;Helmi., Dr. Ir., M.Agric.Sc ;Agronomi dan Ilmu Tanah;FP;https://scholar.google.com/citations?user=7ZC4U0cAAAAJ
553;Husni., Dr. Ir., M.Agric.Sc ;Serangga dan Lingkungan;FP;https://scholar.google.co.id/citations?user=fumvbsIAAAAJ&hl=en
554;Indera Sakti Nasution., Dr. rer. hort., S.TP., M.Sc. ;Precision farming, laser technology for agriculture, computer vision for agriculture;FP;https://scholar.google.com/citations?hl=en&user=gmnhIL0AAAAJ
555;Indra., Dr. Ir., M.P. ;Sosial Ekonomi Pertanian/Perikanan;FP;https://scholar.google.com/citations?user=2b7t8z8AAAAJ&hl=en
556;Ismayani., Dr. Ir., M.Si ;Kebijakan Pembangunan Pertanian (Ekonomi Pertanian);FP;https://scholar.google.co.id/citations?user=pVlvSLEAAAAJ&hl=en&oi=sra
557;Jauharlina., Dr. Ir., M. Sc. ;Ekologi Serangga, Pengendalian Hayati;FP;https://scholar.google.co.id/citations?user=WfP2DucAAAAJ&hl=en
558;Lola Adres Yanti., S.Hut.,M.Si ;;FP;https://scholar.google.co.id/citations?hl=id&view_op=list_works&gmla=AJsN-F5R4zCGyzpHjOW_HEkHgIH5smwe66xcyG-9Rxb4TzjHH_ODpqKTDOI_FbchERQ3NbbMCsQfmIk-biLE9WOyUVuWyTxlty-knygy_ucvi47k3lPDRe8&user=LTyzzTUAAAAJ
559;Manfarizah., Ir., M.Si ;;FP;https://scholar.google.co.id/citations?user=eX7q2dIAAAAJ&hl=en
560;Muhammad Yasar., Dr., S.TP., M.Sc. ;Lingkungan, pertanian dan pembangunan;FP;https://scholar.google.com/citations?user=brErXRsAAAAJ&hl=en
561;Muhammad Yuzan Wardhana., S.P., M.EP. ;Ekonomi Pertanian, Pembangunan Pertanian;FP;https://scholar.google.co.id/citations?user=qGceuV4AAAAJ&hl=en
562;Mujiburrahmad., SP., M.Si ;Penyuluhan Pembangunan, Pemberdayaan Masyarakat, Sosiologi Pedesaan dan Pertanian;FP;https://scholar.google.co.id/citations?user=1olIzrwAAAAJ&hl=id
563;Normalina Arpi., Dr. Ir., M.Sc ;food processing and technology, agricultural waste utilization, gelatin, oleoresin.;FP;https://scholar.google.bg/citations?user=3NfUWWYAAAAJ&hl=en
564;Novia Mehra Erfiza., S.TP., M.Agric. ;Food safety, Food engineering, Oils and Fats Technology, Food Analysis, Halal Food;FP;https://scholar.google.co.id/citations?hl=en&user=Er7ngoQAAAAJ
565;Rahmaddiansyah., S.Si., M.Sc ;Agribisnis, Statistik, SIstem Informasi Manajen;FP;https://scholar.google.co.id/citations?user=-BR4t50AAAAJ&hl=en
566;Raida Agustina., S.TP, M. Sc ;Teknik Pascapanen ;FP;https://scholar.google.co.id/citations?user=mikaboEAAAAJ&hl=en&oi=ao
567;Rina Sriwati., Dr. Ir., M.Si ;Pengendalian biologi penyakit tumbuhan;FP;https://scholar.google.co.id/citations?user=WQQZowYAAAAJ&hl=id
568;Rita Andini., Dr. Dipl.-Ing. (Ir). Hj., M.Sc., IPU ;Biodiversity, Plant Genetic Diversity, Food Security;FP;https://scholar.google.com/citations?user=gaXdwlwAAAAJ&hl=id
569;Rita Hayati., Dr., S.P, M.Si ;Teknologi Pasca Panen;FP;https://scholar.google.co.uk/citations?hl=en&user=-6ItM64AAAAJ
570;Safrizal., S.T., M.Si ;;FP;https://scholar.google.co.id/citations?user=L9GWuvIAAAAJ&hl=en&authuser=1
571;Satriana., S.TP., M.T. ;;FP;https://scholar.google.co.id/citations?user=KynkwRkAAAAJ&hl=en
572;Siti Hafsah., Dr., S.P, M.Si ;Pemuliaan Tanaman;FP;https://scholar.google.com/citations?user=IFnOBjEAAAAJ&hl=en
573;Sri Hartuti., Dr., S.TP., M.T. ;Teknik Pertanian;FP;https://scholar.google.com/citations?hl=en&user=lr6LcuUAAAAJ
574;Sri Haryani., Dr., S.TP., M.Sc ;Mikroenkapsulasi bahan pangan;FP;https://scholar.google.co.id/citations?user=1ItF4uUAAAAJ&hl=en
575;Susanna., Dr. Ir., M.Si. ;Penyakit tanaman;FP;https://scholar.google.co.id/citations?user=-x5_0DMAAAAJ&hl=en
576;Suyanti Kasimin., Dr. Ir., M.Si ;Sosial Ekonomi Pertanian;FP;https://scholar.google.com/citations?hl=en&view_op=list_works&gmla=AJsN-F68fyEGinqZeOmCHtelhsrIxxPJuDvLeNE5sd8vuNHv3bgKf5FhnfrG_hhvYJ_FW9cilGLMPtNxNfKjv-829eRmzOfZkA&user=3o5hkpUAAAAJ
577;Syafruddin., Dr. nat. techn., SP, M.P ;Mycoriza;FP;https://scholar.google.com/citations?user=CnC7PQIAAAAJ&hl=en&authuser=2
578;Syahrul., Dr. Ir., M.Sc ;watershed hydrology and management, irrigation management;FP;https://scholar.google.co.id/citations?view_op=list_works&hl=en&user=o-S_WYkAAAAJ
579;Syamsuddin., Dr. Ir., M.Si ;Pengembangan Biological Seed Treatment untuk Pengendalian Patogen Terbawa Benih;FP;https://scholar.google.co.uk/citations?user=MoeMxLAAAAAJ&hl=en
580;T. Ferijal., S.TP., M.Sc ;Spatial Hydrology;FP;https://scholar.google.co.id/citations?user=urSque4AAAAJ&hl=en
581;T. Saiful Bahri., S.P., M.P ;;FP;
582;Teti Arabia., Dr. Ir., MS. ;;FP;https://scholar.google.co.id/citations?user=EAzuUpEAAAAJ&hl=en
583;Yulia Dewi Fazlina., S.P., M.P. ;;FP;https://scholar.google.co.id/citations?user=5TZfSwIAAAAJ&hl=id
584;Yuliani Aisyah., Dr., S.TP., M.Si ;Pengolahan minyak atsiri dan pengembangan produk turunannya;FP;https://scholar.google.co.id/citations?view_op=list_works&hl=en&user=Efc5Z6UAAAAJ&gmla=AJsN-F5axM2jabhknyx5rEDb5GTdHJsyfLarkF_MVtXLTs0QUnUtPMw1JUzyuwBpQZNezeeyHiLFF451eXqB8Nd2au-IjCBSpdGcdY--67B8B4eDDLCbMLIbbTRcEaD9YO9TKhISCFwl
585;Yuswar Yunus., Prof. Dr. Ir., M.P. ;;FP;https://scholar.google.co.id/citations?user=RqRC4QgAAAAJ&hl=id
586;Zaidiyah., S.TP., M.Sc ; food security, food analysis and food nutrition;FP;https://scholar.google.co.id/citations?user=pQjie7EAAAAJ&hl=id
587;Zakiah., Dr., S.P, M.Si ;Sosial Ekonomi Pertanian;FP;https://scholar.google.co.id/citations?hl=en&user=AKuqo2IAAAAJ
588;Zulfahrizal., Dr., S.TP, M.Si ;Non Destructive Test dan Desain Alsintan ;FP;https://scholar.google.co.id/citations?hl=en&user=22z6OTUAAAAJ
589;Zuyasna., Dr. Ir., M.Sc ;Perakitan Kedelai Unggul Baru Melalui Teknik Mutasi;FP;https://scholar.google.com/citations?user=8qp2K1wAAAAJ&hl=id
590;Ahmad Nubli Gadeng., S.Pd., M.Pd. ;Geografi, Pendidikan Geografi, Kearifan Lokal dan Mitigasi Bencana;FKIP;https://scholar.google.com/citations?hl=en&user=02qfAc0AAAAJ
591;Amiruddin., Dr., S.Pd., M.Si ;Ekonomi, dan Kewirausahaan;FKIP;https://scholar.google.com/citations?user=y3T0qFsAAAAJ&hl=id&oi=ao
592;Andi Ulfa Tenri Pada., Dr., S.Pd. M.Pd ;Research interests include Creativity & Assessment Development in Science Education.;FKIP;https://scholar.google.com/citations?user=onZgBxUAAAAJ&hl=en
593;Burhansyah., S.Pd. M.A. ;Second Language Learning and Teaching;FKIP;https://scholar.google.co.id/citations?user=CXCGUQYAAAAJ&hl=en
594;Burhanuddin YS., Dr., M.Ed ;;FKIP;https://scholar.google.co.id/citations?user=qcnMAasAAAAJ&hl=en
595;Chairina., S.Pd., M.A. ;TESOL, Literature, Sociolinguistics;FKIP;https://scholar.google.co.id/citations?user=pmPez60AAAAJ&hl=en
596;Cut Khairunnisak., S.Pd., M.Sc. ;;FKIP;https://scholar.google.com/citations?pli=1&authuser=1&user=XwMsyo0AAAAJ
597;Cut Morina Zubainur., Dr., S.Pd, M.Pd ;;FKIP;https://scholar.google.co.id/citations?hl=en&user=qo1ABDcAAAAJ&view_op=list_works&citft=1&citft=2&email_for_op=cut.morina%40fkip.unsyiah.ac.id&gmla=AJsN-F5qSOjMiYGThR3ZNoHItHwjeG6SJiVQO-bQfdvuTufNCcmbDjqGNSCrWQ9dAQ4dJA_ymZjpl-9AdyuPoJwKHIg5TFwoAQ
598;Cut Nurmaliah., Dr., M.Pd ;Pendidikan Biologi;FKIP;https://scholar.google.co.id/citations?hl=id&pli=1&user=29ZVf4sAAAAJ
599;Denni Iskandar., Drs., M.Pd ;;FKIP;https://scholar.google.co.id/citations?user=n7l3OrgAAAAJ&hl=en
600;Diana., S.Pd., M. Ed ;English Language Teaching, Teaching English to Young Learners,ESP;FKIP;https://scholar.google.co.id/citations?user=8QBzKRsAAAAJ&hl=en
601;Diana Fauzia Sari., S.Pd, MA ;;FKIP;https://scholar.google.co.id/citations?user=fh3zuVYAAAAJ&hl=en
602;Elizar., S.Pd.,M.Ed(MT). ;Pendidikan Matematika, Rasch Analisis, HLM, SEM;FKIP;https://scholar.google.com/citations?user=WenHagsAAAAJ&hl=en
603;Endang Komariah., Dra., M.Pd ;Second Language Acquisition, Language Teaching Method, and Assessment;FKIP;https://scholar.google.co.id/citations?user=jqHiqXQAAAAJ&hl=en&oi=ao
604;Erlidawati., Dra., M.Si ;Kimia Bahan Alam;FKIP;https://scholar.google.co.id/citations?user=bclLxQQAAAAJ&hl=en
605;Hajidin., Dr., M.Pd ;;FKIP;https://scholar.google.co.id/citations?user=1SByWYQAAAAJ
606;Hasmunir., Drs., M.Si ;Fisika, Hidrologi, Pendidikan, Geografi, Sosial Science, ;FKIP;https://scholar.google.co.id/citations?user=9j8OJ0UAAAAJ&hl=en
607;Hendra Heriansyah., S.Pd, M.Pd., M. ;EFL Pedagogy, EFL Teacher Competency, EFL Teacher Education;FKIP;https://scholar.google.co.id/citations?user=6SQucPYAAAAJ&hl=en&oi=ao
608;Ika Apriani Fata., S.Pd., M.Hum ;Linguistic, Islam and Gender, English Education, Language Pedagogy, Literature;FKIP;https://scholar.google.com/citations?hl=en&user=3wEHptAAAAAJ
609;Intan Safiah., S.Ag, M.Pd ;Teknologi Pedidikan;FKIP;https://scholar.google.co.id/citations?user=gxLy_xsAAAAJ&hl=id
610;Irwan Putra., S.Pd., M.Pd ;Nasionalisme, Pendidikan dan Politik.;FKIP;https://scholar.google.com/citations?user=1QRD0pgAAAAJ&hl=en
611;Ishak., Dr., M.Si ;Koperasi dan UKM, Kewirausahaan KUKM, Ekonomi Kerakyatan, Pemberdayaan Ekonomi Kelompok Marginal;FKIP;https://scholar.google.co.id/citations?user=DpDuy_AAAAAJ&hl=en
612;Iswadi., S.Pd., M. Si ;Biologi dan Mikrobiologi;FKIP;
613;Kana Puspita., S.Pd., M.Si.P ;;FKIP;https://scholar.google.com/citations?user=Tx3VGAIAAAAJ&hl=en
614;Khairil., Dr., M.Si ;Pendidikan;FKIP;https://scholar.google.co.id/citations?hl=id&view_op=list_works&gmla=AJsN-F5JIOnHKGCJIOuJW_1pQE45Wji0Azvz5TzGgot60oBLnPJ3invuvkBQ2ZNXP2IuO1abASN4RaZof6PQlPDj4n5zKvtFQMn1Mq4r9rV5bkFOWaO6a3M&user=Q4Tt35UAAAAJ
615;Khairul Umam., S.Si., M.A.EdSc. ;Teknologi Informasi Pendidikan/Statistik dan matematika terapan/Pendidikan karakter;FKIP;https://scholar.google.co.id/citations?hl=en&view_op=list_works&gmla=AJsN-F7W981-Sa-JuCDCHOtFcf1esfI7QUlRZ-rWc304uPzfpN4NOvRLFSDySVlPwwf7FuFXjX2qkhtqg-fgs4b0dTL-GyWujA&user=lGJI3C4AAAAJ
616;Masrizal., S.Pd.I., M.Ed ;Second Language Acquisition, Morphology, Monolingualism, Bilingualism & Multilingualism.;FKIP;https://scholar.google.com/citations?user=w-dqKqYAAAAJ&hl=id
617;Mawarni Saputri., M.Pd. ;Pendidikan Fisika;FKIP;https://scholar.google.com/citations?user=rGa3fXsAAAAJ&hl=en
618;Mimie Saputri., S.Pd., M.EEl. ;;FKIP;https://scholar.google.com/citations?hl=en&user=Kg2Ccs4AAAAJ
619;Mislinawati., S.Pdi., M.Pd ;;FKIP;https://scholar.google.com/citations?user=8j-mSRIAAAAJ&hl=en
620;Mohd. Harun., Prof. Dr., M.Pd. ;Bahasa dan Sastra, Sastra Etnik;FKIP;https://scholar.google.co.id/citations?hl=id&view_op=list_works&gmla=AJsN-F7HTUlIKZn9yyv6Jn4apf7vUmY0uLeqoYmZqdUf3wwsuLgmwnpMVpDXRtOMw9p4Lc21cShR2WSdABifWiFVBYIiHnIsIZMeUU-0Z-U-JmDmew3A1Wg&user=IqN7PTIAAAAJ
621;Monawati., Dra., M.Pd ;;FKIP;https://scholar.google.co.id/citations?view_op=list_works&hl=en&authuser=1&user=sDNe4K2QGQoC
622;Muhammad Okta Ridha Maulidian., S.Pd., M.Pd. ;"General Geography; Pendidikan Geografi;";FKIP;https://scholar.google.co.id/citations?hl=en&user=5J0-DPIAAAAJ
623;Muhammad Yunus., Dr., S.Pd., M.Pd ;Educational Technology;FKIP;https://scholar.google.co.id/citations?view_op=list_works&hl=en&authuser=5&user=q3Eh4QgAAAAJ
624;Mukhlis Hidayat., S.Pd., M.Kom. ;Teknologi Informasi dan Multimedia Pembelajaran;FKIP;https://scholar.google.co.id/citations?user=LHTWWrcAAAAJ&hl=en&authuser=1
625;Nasir Usman., Dr., M.Pd ;;FKIP;https://scholar.google.co.id/citations?hl=id&user=4QhCGukAAAAJ
