;Nama;Spesialisasi;Fakultas;Link Scholar
1302;Aminah., S.I.P.,M.I.P. ;;FISIP;https://scholar.google.co.id/citations?user=rX7DTXAAAAAJ&hl=id&authuser=3
1303;Bukhari., SE., MHSc ;;FISIP;https://scholar.google.co.id/citations?user=-YaJ3U0AAAAJ&hl=en&authuser=2
1304;Helmi., S.IP.,M.IP ;Kelembagaan, Birokrasi dan Otonomi Daerah;FISIP;https://scholar.google.co.id/citations?user=nji2HnIAAAAJ&hl=id
1305;Herizal., M.I.P ;;FISIP;https://scholar.google.co.id/citations?hl=id&user=TCNgrt4AAAAJ
1306;Iqbal Ahmady., S.IP., M.IP ;;FISIP;https://scholar.google.co.id/citations?user=JBrBP9AAAAAJ&hl=id&oi=ao
1307;Maini Sartika., M.A ;;FISIP;https://scholar.google.com/citations?user=sWTVmIYAAAAJ&hl=en&authuser=2
1308;Muliawati., S.IP., M.IP ;Politik Lokal dan pemerintahan;FISIP;https://scholar.google.com/citations?user=2QoMfMsAAAAJ&hl=id
1309;Novi Susilawati., S.I.Kom., M.Iko ;;FISIP;https://scholar.google.com/citations?hl=id&user=6eGxcu0AAAAJ
1310;Rahmawati., Dr., M.Si ;;FISIP;https://scholar.google.com/citations?hl=id&user=mlKGGgsAAAAJ
1311;Siti Ikramatoun., S.Sos., M.Si ;;FISIP;https://scholar.google.com/citations?user=jXXNyzsAAAAJ&hl=id&authuser=2
1312;Ubaidullah., M.A. ;Politik;FISIP;https://scholar.google.com/citations?hl=en&user=AsUXR6YAAAAJ
1313;Yuva Ayuning Anjar., S.Sos., M.A. ;Gerakan Sosial, Konflik dan Gender;FISIP;https://scholar.google.com/citations?user=FAMyAO8AAAAJ&hl=id&gmla=AJsN-F6FcOtuIYNLZ7gS3qayr1sKP7UJGYV4dKAqvx0uuAbQJBU4054scjVYkIFAts9zOubZrlp-8q5se5ga3SkNWfTDSmFfTfkdWH0bOCVq9owyIvfbv48&gmla=AJsN-F7dJY8mhE2Cg8b6lMxxaegXErzWNmI9tDic097aUd_JE4qD_25Y-jFd5rFl
1314;Ahyana., Ns., S.Kep., MNS ;Keperawatam Medikal Bedah;FKEP;https://scholar.google.co.id/citations?hl=en&user=VlUZqeEAAAAJ
1315;Aida Fitri., Ns., S.Kep.,M. Kep ;Maternity community Nursing ;FKEP;https://scholar.google.co.id/citations?user=o3pQJEoAAAAJ&hl=id
1316;Aklima., Ns., S.Kep., MNS ;Ilmu Keperawatan;FKEP;https://scholar.google.com/citations?user=CpnEGvsAAAAJ&hl=en&authuser=1
1317;Dara Ardhia., Ns., S.Kep., M.Kep. ;;FKEP;https://scholar.google.com/citations?user=UG2HE7IAAAAJ&hl=en
1318;Dara Febriana., Ns., S.Kep,M.Sc ;Elderly care, Scale Development, Instrumentation, Gerontology Nursing;FKEP;https://scholar.google.com/citations?user=bKHunaEAAAAJ&hl=en
1319;Dewi Hermawati., Ners., S.Kep., MNS ;;FKEP;https://scholar.google.co.th/citations?hl=en&user=1Uq3rP4AAAAJ&view_op=list_works&gmla=AJsN-F7RLVlaDXiRSGwo_Y4UVejsuovlkjJ-bpZF_lJakWUCDKJ7F755SQQCVZ8pwz-89DB2IwiOPM7pHdh7tV9kSIY27-TSL-AEI_hQnlW-TJrhFmo0UCs
1320;Dini Mulyati., Ns., S.Kep., MNS ;;FKEP;https://scholar.google.com/citations?user=fzOhppwAAAAJ&hl=en&gmla=AJsN-F4nE0AxpTN_WAcMrgHZrEZt0boY9qvep1uUFlRbqwebTEbU_zsx_yIEj4Qqnm4-ovpLFrx-jvXSt6SQyjDJlqUjWM-ZOsnp8juMaBVW4mk2nCLaSM8&sciund=16510269150147141218
1321;Elka Halifah., Ns., M.Kes ;;FKEP;https://scholar.google.co.id/citations?hl=en&user=H1tFuiUAAAAJ
1322;Farah Diba., Ns., MScPH. ;;FKEP;https://scholar.google.com/citations?hl=en&user=TAd7BeEAAAAJ
1323;Hasmila Sari., Ns., M.Kep., Sp.Kep.J ;Keperawatan Jiwa;FKEP;https://scholar.google.co.id/citations?user=HLNoXWYAAAAJ&hl=en
1324;Husna Hidayati., Ns., MNS ;Health promotion;FKEP;https://scholar.google.com/citations?hl=en&view_op=list_works&gmla=AJsN-F4zFXIw89vox29-A10_6FdAcxFgS0qXSNdBs4jL3vHj-sDOOnAM-U-2LOERtJP7OeFZq5I3CtDrUj7BhEOj6tXDSLf_TQ&user=f9-GZ2sAAAAJ
1325;Imelda., Ns., S.Kep., M.Kep., ;;FKEP;https://scholar.google.co.id/citations?hl=en&user=_ACEu14AAAAJ
1326;Inda Mariana Harahap., S.Kep., Ns., MN ;Keperawatan anak, keperawatan keluarga dan keperawatan kesehatan komunitas;FKEP;https://scholar.google.co.id/citations?view_op=list_works&hl=en&user=1cW_J2kAAAAJ
1327;Juanita., Ns., MNS. ;;FKEP;https://scholar.google.co.id/citations?hl=en&user=vE7orGsAAAAJ
1328;Jufrizal., Ns., S.Kep., M.Kep. ;Keperawatan;FKEP;https://scholar.google.com/citations?user=_kPDH30AAAAJ&hl=en&gmla=AJsN-F4NN2-4SvUiuOnto5rdUa4U7QVAtxadmgNb-3H8eNIFIy3M_AsDAFnojHS0aygibehOy7orFWbsK4m2Q3fJXuyYxCW-Rj4TkEqA2m4b8SBipx9BuWcVYmJr9PB4PUBuwbg1xebd
1329;Khairani., Ners., S.Kep., MPH ;Keperawatan Gerontik;FKEP;https://scholar.google.co.id/citations?hl=en&user=x0BO_-kAAAAJ
1330;Martina., Ns., M.Kep., Sp. Kep ;Keperawatan Jiwa;FKEP;https://scholar.google.co.id/citations?hl=en&user=uTGkFXgAAAAJ
1331;Mira Rizkia., Ns., S.Kep., M.Kep ;adolescent reproductive health, women health and maternity nursing including Antenatal, intranatal, and post natal care.;FKEP;https://scholar.google.co.id/citations?hl=id&user=EadRFqUAAAAJ
1332;Neti Hartaty., Ns., S.Kep., M.Kep., ;Keperawatan Keluarga dan Keperawatan Komunitas;FKEP;https://scholar.google.com/citations?user=ygm4VZkAAAAJ
1333;Nevi Hasrati Nizami., Ns., S. Kep., M.Kep ;Keperawatan;FKEP;https://scholar.google.co.id/citations?hl=id&authuser=1&user=SrPZozkAAAAJ
1334;Nurhasanah., Ns., M.Kep. ;;FKEP;https://scholar.google.co.id/citations?view_op=list_works&hl=en&user=7JzYtUMAAAAJ
1335;Nurul Hadi., Ners., S.Kep., M.Kep ;;FKEP;https://scholar.google.com/citations?view_op=list_works&hl=id&user=iUoc6uUAAAAJ
1336;Putri Mayasari., Ns., M.NS. ;caring in nursing;FKEP;https://scholar.google.com/citations?hl=en&user=9B4JjEsAAAAJ&view_op=list_works&gmla=AJsN-F4qda0tZVmMabcQp3CySL87iycspL_c21sfH7OAYhdzpsKwuwAat-EvGTvQKilGIPL0nyyhWnqGWn3YdAO0BSTIgRA6i2l0z2qd0B3mUZWC9RpkJP8
1337;Riski Amalia, S. Kep., M.Kep., Ns;Keperawatan Medikal Bedah;FKEP;https://scholar.google.co.id/citations?hl=id&user=Y2f1j1QAAAAJ&gmla=AJsN-F5ZRwEX0ojQOme5JJVcZGRWSIgkvHc5_Ywi06lJwmZiHAMldA5Xmw0TZiwCp5zu-1StmwDusZQvUeZqJsfPudheB_Hq8eEkR1oQW1SEt2KDXlHJ8lA&sciund=11728964601598493678
1338;Sri Intan Rahayuningsih., Ns., M.Kep., Sp.Kep. ;Keperawatan Anak;FKEP;https://scholar.google.co.id/citations?user=WvhNOYsAAAAJ&hl=en
1339;Syarifa Atika., Ns., M.Kep ;;FKEP;https://scholar.google.co.id/citations?hl=id&pli=1&user=Oi_P-gYAAAAJ
1340;Syarifah Rauzatul Jannah., Ns., S.Kep., MNS., P ;Psychiatry and Mental Health Nursing;FKEP;https://scholar.google.co.id/citations?user=8WicaDUAAAAJ&hl=en&oi=ao
1341;Teuku Samsul Bahri., S.Kp,MNSc ;;FKEP;https://scholar.google.co.id/citations?view_op=list_works&hl=en&user=2PVGMpEAAAAJ
1342;Yullyzar., Ns., MNS ;Nursing Administration;FKEP;https://scholar.google.co.id/citations?user=vYERcCcAAAAJ&hl=en&authuser=1
1343;Yuni Arnita., Ns., S.Kep., M.Kep. ;Family Health Nursing, Community Health Nursing;FKEP;https://scholar.google.com/citations?user=BoypiSEAAAAJ&hl=en
1344;Afrina., S.Ked, M.Si ;;FKG;https://scholar.google.co.id/citations?hl=id&user=ee09Vd0AAAAJ
1345;Ayudia Rifki., drg;;FKG;https://scholar.google.co.id/citations?user=dj3LddsAAAAJ&hl=id
1346;Chairunas., Dr. drg., M.Kes.,Sp.BM ;;FKG;https://scholar.google.co.id/citations?hl=id&user=RGM-VuEAAAAJ
1347;Cut Fera Novita., drg., M.Kes ;Preventive Dentistry;FKG;https://scholar.google.co.id/citations?user=G4ZDsDgAAAAJ&hl=en
1348;Dharli Syafriza., drg., Sp.KGA ;;FKG;https://scholar.google.co.id/citations?user=XZQyR2cAAAAJ&hl=id
1349;Herwanda., drg., M.Kes ;Ilmu Kesehatan Gigi Masyarakat dan Pencegahan;FKG;https://scholar.google.co.id/citations?user=thYOMCQAAAAJ&hl=id
1350;Kemala Hayati., drg., M.Kes ;Dental Radiology;FKG;https://scholar.google.com/citations?view_op=list_works&hl=en&user=dfvE1NIAAAAJ
1351;Nuzulul Ismi., drg., Sp. Perio ;;FKG;https://scholar.google.co.id/citations?user=ilNQeNcAAAAJ&hl=id
1352;Pocut Aya Sofya., drg., Sp. Pros ;;FKG;https://scholar.google.com/citations?hl=en&user=hvLXpUUAAAAJ&view_op=list_works&gmla=AJsN-F41a-LF-_RwlR8gm5sEsDVErgwNpgMpOPTkH9hKGUJ6gQTLK9nEGl_K3C9WnIny5qFamRTj1UC_jpKUvsxf8zuXOebfjArL-fmIDQ7UKUAJWdtAjz-pubi3Y-2Ey8IS2f6-9cBK3GYRobMylpmJJkMV2VmTKw
1353;Putri Rahmi Noviyandri., S.Ked.,M.Si ;;FKG;https://scholar.google.co.id/citations?hl=id&view_op=list_works&authuser=1&gmla=AJsN-F6JLmeofmqdV-3_5vigLSkIIKwEHXSvfziG8GkCC5PGkORaN9B5DgLMHke6vEdkLdeJvVDM61S4PzcYiwHr5acc3ejK_bgr3-lEM_pgO5uk2f3f-NE&user=MMKvzxkAAAAJ
1354;Rafinus Arifin., drg., Sp.Ort ;;FKG;https://scholar.google.co.id/citations?user=Sqa6Ly8AAAAJ&hl=id
1355;Ridha Andayani., drg., M.Si ;Biologi Oral / Ilmu Kedokteran Gigi Dasar;FKG;https://scholar.google.co.id/citations?user=5UOzU6IAAAAJ&hl=en
1356;Santi Chismirina., drh., M.Si ;;FKG;https://scholar.google.co.id/citations?user=i8t_lakAAAAJ&hl=en
1357;Taufiqi Hidayatullah., drg., Sp.KGA. ;;FKG;https://scholar.google.com/citations?user=09Xxq0QAAAAJ&hl=en
1358;Teuku Ahmad Arbi., drg., Sp.BM ;Traumatologi, dento alveolar surgery, dental implant, orthognatic surgery;FKG;https://scholar.google.com/citations?user=6LdxKasAAAAJ&hl=en
1359;Yuli Fatzia Ossa., drg;Oral Medicine;FKG;https://scholar.google.co.id/citations?user=hJ4VBRgAAAAJ&hl=id
1360;Teuku Muhammad Yus., dr;;FKP;https://scholar.google.co.id/citations?user=9-HYKAgAAAAJ&hl=id&authuser=1
1361;Viqqi Kurnianda., M.Si ;Kimia Bahan Alam Laut;FKP;https://scholar.google.com/citations?user=7B01HjcAAAAJ
1362;Vera Yulina., drg;;Belum terupdate;https://scholar.google.co.id/citations?hl=en&user=oWxbdl4AAAAJ
1363;Ahmad Nizam., Dr., SE, MM ;Manajemen Pemasaran/Islamic Marketing and Management;FE;https://scholar.google.co.id/citations?user=jTmWXi8AAAAJ&hl=id
1364;Chairil Anwar., ST., M.M., M.Sc ;;FE;https://scholar.google.co.id/citations?hl=en&authuser=1&user=59jDsnoAAAAJ
1365;Cut Afrianandra., SE.Ak., MBus (A ;Management Accounting, Behavioral Accounting;FE;https://scholar.google.com/citations?view_op=list_works&hl=en&user=Os9gvWMAAAAJ
1366;Eka Nurlina., S.H.I., M.A ;social research;FE;https://scholar.google.com/citations?user=fgecVaIAAAAJ&hl=en
1367;Ernawati., S.P., M.Si ;;FE;https://scholar.google.co.id/citations?user=ZkHOcXkAAAAJ&hl=en
1368;Farid., S.E., M.M ;Manajemen Pemasaran ;FE;https://scholar.google.co.id/citations?hl=id&user=nRHa4a8AAAAJ
1369;Fikriah., Dra., M.Si ;;FE;https://scholar.google.com.tw/citations?user=DLXU-F0AAAAJ&hl=en
1370;Hamdi Harmen., SE., MM ;;FE;https://scholar.google.co.id/citations?user=5L5ugFAAAAAJ&hl=en
1371;Iskandarsyah., Dr., S.E, M.M. ;"Manajemen Pemasaran; Usaha Kecil; Kewirausahaan";FE;https://scholar.google.co.id/citations?hl=id&user=p6-ktJkAAAAJ
1372;Jalaluddin., SE.Ak, MBA ;;FE;https://scholar.google.co.id/citations?user=0_Oj5uQAAAAJ&hl=en&authuser=4
1373;Juanda., S.E, M.Sc ;Corporate finance dan corporate governance;FE;https://scholar.google.co.id/citations?hl=id&authuser=1&user=ChmnVtcAAAAJ
1374;Lenny Rakhmawati., SE, MM ;Manajemen ;FE;https://scholar.google.co.id/citations?user=LsQ1F8MAAAAJ&hl=id
1375;M. Ridha Siregar., SE., MM ;;FE;https://scholar.google.co.id/citations?hl=id&user=RKKBmJcAAAAJ
1376;Meutia Fitri., SE., MM., Ak. ;;FE;https://scholar.google.co.id/citations?hl=en&user=bvH9taMAAAAJ
1377;Mohd. Nur Syechalad., Prof. Dr., M.S. ;;FE;https://scholar.google.co.id/citations?view_op=list_works&hl=id&authuser=2&user=QFtEDpoAAAAJ
1378;Muhammad Basyir., S.E., M.M ;;FE;https://scholar.google.co.id/citations?hl=id&authuser=1&user=m1a6Cj8AAAAJ
1379;Muhammad Saleh., S.E., Ak., M.Si ;;FE;https://scholar.google.co.id/citations?hl=en&user=gaYv9FoAAAAJ&view_op=list_works&citft=1&email_for_op=aldomunir2014%40gmail.com&gmla=AJsN-F5Jar0TwCZhxXAHE-RXTEOCbOTAAKpH-lG75CHTY1vnC86iDbhoXTyh3GBPT75w34cNRmgvIqpMgkMRShYFWg7XdZHQTn071kIUD5I3kmGlb2Jw4fcyL
1380;Musfiari Haridhi., SE., MBA ;;FE;https://scholar.google.com.tw/citations?user=VccIWnAAAAAJ&hl=en
1381;Nita Erika Ariani., SE,Ak., M.Si ;Akuntansi Keuangan dan Auditing;FE;https://scholar.google.co.id/citations?hl=en&user=QHlpW_sAAAAJ
1382;Nur Chalil., S.E, M.M. ;;FE;https://scholar.google.com/citations?hl=en&view_op=list_works&authuser=2&gmla=AJsN-F5izMvE9wQRa78mesw-BUYyLjsSkR5v20vhqhEERq2h6P5sxUtzhR5k9IoaFMjMLrrSs9bVdhfY5iL8spibZ5gJWw8OYw&user=EFOPtEgAAAAJ
1383;Nurlina., SE., M.Si ;;FE;https://scholar.google.co.id/citations?hl=en&user=r7NFhg8AAAAJ
1384;Riswandi., SE., M.Ec ;;FE;https://scholar.google.co.id/citations?hl=id&view_op=list_works&gmla=AJsN-F5frc7sn_XDJo-4ZJCQwmV7725oKscv9lFHZF9LMkrdJGH0SI-VrgzHtDA8yKf9F7YfE5QEg91KugRE37yjfI1OpkT-8sutFV6E_neoo-bYHVsv-A8&user=e-VuLDQAAAAJ
1385;Rudy Fachruddin., S.E., M.Si ;;FE;https://scholar.google.co.id/citations?view_op=list_works&hl=id&user=-UXdjr4AAAAJ
1386;Rustam Effendi., S.E., M.Econ ;;FE;https://scholar.google.co.id/citations?hl=id&user=6x2O3SgAAAAJ
1387;Said Muniruddin., SE.Ak, M.Sc ;Leadership, Accounting and Business;FE;https://scholar.google.co.id/citations?hl=id&user=uoOvn2gAAAAJ
1388;Sartiyah., Dr., S.E., M.Si ;Pembangunan  pertanian dan Pariwisata ;FE;https://scholar.google.co.id/citations?user=Ylx0JncAAAAJ&hl=en
1389;Sayuthi., SE.AK.,M.Si ;;FE;https://scholar.google.co.id/citations?hl=id&user=Hj1QYUQAAAAJ
1390;Teuku Muhammad Syahrizal., S.H.I., M.Ag ;Social Sciences;FE;https://scholar.google.com/citations?user=-YbbnfgAAAAJ&hl=en
1391;Yulia Fitri., SE., M.Si.Ak. ;;FE;https://scholar.google.co.id/citations?user=_DHHO5wAAAAJ&hl=en&oi=ao
1392;Awaluddin., drh;;FKH;https://scholar.google.com/citations?user=G4DfdyYAAAAJ&hl=en
1393;Lian Varis Riandi., drh., M.Si. ;;FKH;https://scholar.google.com/citations?hl=en&user=_vFPE6IAAAAJ&view_op=list_works&gmla=AJsN-F7H913b6lClBVxroYLuT7uaFL888a6ylrmW0X8BFGa0cNDynAM610EvXD3fsSM1aZPmxw0gzB6tyUF3b6rgzMnnxd17aqEXQ9WbcOWlK59K3bwWvQ8
1394;Yudha Fahrimal., Prof. Dr. drh., M.Sc ;Trypanosoma evansi, biologi, immunologi dan epidemiologinya;FKH;https://scholar.google.co.id/citations?user=2T0JWUsAAAAJ&hl=id
1395;Zuhrawaty NA., Drh., M.S. ;;FKH;https://scholar.google.co.id/citations?hl=en&user=37DEHUUAAAAJ&view_op=list_works&gmla=AJsN-F7R_4Cug-k8B_NiOAKjlyGxLUY4DRfcca9gCF_J-LtFWbCi0UFyU5076qQi2gpQlDTttnouBBbfi2FQqh36i-cmZgR2wVQ8zB86arkDKGM_EVoBo1U
1396;A. Malik., S.H., M.Hum ;;FH;https://scholar.google.co.id/citations?hl=id&pli=1&user=HE6WhGsAAAAJ
1397;Abdurrahman., S.H., M.Hum ;Hukum Agraria  dan Hukum adat;FH;https://scholar.google.co.id/citations?hl=en&user=gfLkLrgAAAAJ
1398;Adi Hermansyah., SH., M.H. ;;FH;https://scholar.google.co.id/citations?hl=en&user=dETsnHIAAAAJ&view_op=list_works&authuser=1
1399;Chadijah Rizki Lestari., S.H., M.H ;;FH;https://scholar.google.co.id/citations?hl=en&user=V38th70AAAAJ
1400;Darmawan., Dr., S.H., M.Hum. ;;FH;https://scholar.google.co.id/citations?user=INHgz0wAAAAJ&hl=id&authuser=6
1401;Eka Kurniasari., SH, MH ;;FH;https://scholar.google.co.id/citations?hl=en&user=rOHOvesAAAAJ
1402;Enzus Tinianus., SH,MH ;;FH;https://scholar.google.com/citations?user=IUucF00AAAAJ&hl=en
1403;Humaira., S.H., M.H. ;;FH;https://scholar.google.com/citations?hl=en&user=utKUQFIAAAAJ&view_op=list_works&gmla=AJsN-F78D0SZuVDQy8AO9yV_p--VyMcmH_lnrvrdwQzGfxZ72yUjni9ew9nTWj9bjpvHo56EWir9ed_h-ccnTPHAPtJkXHCWr2qw7iOpedc_vUp-vQg58UY
1404;Ida Keumala Jempa., SH., M.H. ;;FH;https://scholar.google.co.id/citations?user=q8N4668AAAAJ&hl=en&authuser=2
1405;Ishak., SH, MH ;;FH;https://scholar.google.com/citations?user=6jZnCisAAAAJ&hl=id&authuser=1
1406;Iskandar A. Gani., Dr., S.H., M.Hum ;;FH;https://scholar.google.com/citations?user=EsKgZlcAAAAJ
1407;Khairani., S.H, M.Hum ;;FH;https://scholar.google.co.id/citations?view_op=list_works&hl=en&user=wjYRhS0AAAAJ&gmla=AJsN-F6yDrvrtozTlleWr13GBGFHP2Qr3x_s6MDlPhfjfcHx6ubaU4o3VhsxgiQI3fObt4X_I3Uld0uyqn9AFHHvrhh3diRSGT8_vGXUJUlG6sDar59X-34&sciund=6354270036341033704
1408;Kurniawan., S.H., LLM ;;FH;https://scholar.google.co.id/citations?user=ip73ADEAAAAJ&hl=en
1409;Lily Husni Putri., SH, LLM ;;FH;https://scholar.google.co.id/citations?user=0HLRUxEAAAAJ&hl=en
1410;M. Adli., Dr., S.H., MCL ;Adat, Islam and Malay Studies;FH;https://scholar.google.com/citations?hl=id&user=RxLaUEoAAAAJ&authuser=1&scilu=&scisig=AMD79ooAAAAAYV8byArFc49ga4STcUnF2Cegjbk1osnK&gmla=AJsN-F4we71fqGLtON6KI2kB9P8bo8wcZu-mS0QS7drcL-gA4X-IgD2rXI10C6HOqyuep5HLWeGy9V7NGyAI9mMPFyaG5g6_9CrlpNg3FTR6akWgaYKXxmt
1411;M. Jafar., SH., M.Hum ;;FH;https://scholar.google.co.id/citations?user=guCz4tIAAAAJ&hl=en&authuser=4
1412;M. Jafar., Dr., S.H., M.Hum ;;FH;https://scholar.google.co.id/citations?user=UDahsVEAAAAJ&hl=en
1413;Mahfud., Dr., S.H., M.H. ;;FH;https://scholar.google.co.id/citations?user=N4x3sY0AAAAJ&hl=en
1414;Nurhafifah., SH., M.Hum ;;FH;https://scholar.google.com/citations?user=afsKgjcAAAAJ&hl=id&authuser=5
1415;Rosmawati., SH, M.H ;Ilmu Hukum;FH;https://scholar.google.co.id/citations?user=Vdz6-YUAAAAJ&hl=id
1416;Saifuddin., S.H., M.A. ;;FH;https://scholar.google.com/citations?hl=en&authuser=1&user=BklBa-0AAAAJ
1417;Sophia Listriani., SH, LL.M ;Hukum Internasional;FH;https://scholar.google.co.id/citations?user=teBZ-10AAAAJ&hl=en
1418;Sufyan., S.H,MH ;;FH;https://scholar.google.co.id/citations?user=aQBGX1AAAAAJ&hl=id
1419;T. Haflisyah., S.H, M.Hum ;;FH;https://scholar.google.co.id/citations?user=Jp9qBkEAAAAJ&hl=en
1420;Yusri., S.H, M.H. ;;FH;https://scholar.google.com/citations?user=AKiy15AAAAAJ&hl=id
1421;Abubakar., Ir., M.T. ;;FT;https://scholar.google.co.id/citations?hl=en&user=qsrmRlEAAAAJ
1422;Aghnia Zahrah., ST., M.Ars ;;FT;https://scholar.google.com/citations?user=PeXgjjUAAAAJ&hl=en&oi=ao
1423;Ahmadiar., S.T., M.Sc. ;;FT;https://scholar.google.co.id/citations?user=ygMScMoAAAAJ&hl=en&authuser=1
1424;Alfa Taras Bulba., ST, M.Sc ;;FT;https://scholar.google.co.id/citations?hl=en&user=w5KfaigAAAAJ
1425;Amsir., S.Si., M.Sc. ;Near surface, mineral exploration, engineering, and environmental study;FT;https://scholar.google.com/citations?hl=en&user=nUlddDoAAAAJ
1426;Ardian Ariatsyah., ST.MT ;;FT;https://scholar.google.co.id/citations?user=2eM2hqQAAAAJ&hl=id
1427;Ardiansyah., BSEE.,M.Sc ;Sistem Informasi Geografis (SIG), Penginderaan Jauh, Web, Pemrograman;FT;https://scholar.google.co.id/citations?hl=en&user=JmZA4jIAAAAJ
1428;Arismawan., ST., M.Eng.Mgt ;;FT;https://scholar.google.co.id/citations?hl=en&user=cQAIgOUAAAAJ
1429;Bustari., Ir., M.T. ;;FT;https://scholar.google.co.id/citations?hl=en&user=GpEaCKgAAAAJ
1430;Dedi Afandi., S.T., M.T ;;FT;https://scholar.google.com/citations?hl=id&user=7QMrTQsAAAAJ
1431;Dewi Sartika., S.T., M.Eng. ;Hidrogeology, Enviromental Geology, Geology;FT;https://scholar.google.com/citations?user=IU4R2KUAAAAJ
1432;Erna Meutia., S.T., M.T. ;;FT;
1433;Fahmi Aulia., S.T., M.T. ;;FT;https://scholar.google.com/citations?hl=en&user=LmWNZVoAAAAJ
1434;Fahri Adrian., B.Sc., M.Sc ;;FT;https://scholar.google.com/citations?hl=en&user=YbzSQbUAAAAJ
1435;Fahri Heltha., Ir., M.Eng ;Robust Control System and Industrial Automation;FT;https://scholar.google.co.id/citations?hl=en&user=7qtggwIAAAAJ
1436;Farisa Sabila., S.T., M.Sc ;Urban Planning, Architecture;FT;https://scholar.google.co.id/citations?user=XlYk4FQAAAAJ&hl=id
1437;Fathurrahman., S.T., M.Eng.Sc ;Energy Efficiency, Power Electronics, Electrical Machine Drives, Electrical Safety, Electric Vehicle, Energy Storage System, Renewable Energy Industry Development and Energy Industry Restructuring;FT;https://scholar.google.com/citations?hl=id&authuser=1&user=zaxyWnYAAAAJ
1438;Fauzi., Dr., ST, MT. ;;FT;https://scholar.google.co.id/citations?user=1IW7mkAAAAAJ&hl=en
1439;Freddy Sapta Wirandha., S.T., M.Eng ;bidang geomatika dan geofisika;FT;https://scholar.google.com/citations?hl=id&user=zRrsq88AAAAJ
1440;Hendra Harisman., S.T., M.Eng.Sc ;Mining, Mininge Technology, Mining Sofware;FT;https://scholar.google.com/citations?user=9mU_IPQAAAAJ&hl=en
1441;Ibnu Abbas., Ir., M.Sc ;;FT;https://scholar.google.co.id/citations?hl=id&user=W6UlvSUAAAAJ
1442;Issana Meria Burhan., S.T., MUP. ;;FT;https://scholar.google.com/citations?hl=en&authuser=1&user=QrAleukAAAAJ
1443;Jakfar., Ir., M.Si ;Teknologi Proses dan Lingkungan Hidup;FT;https://scholar.google.com/citations?user=VmqpHMcAAAAJ&hl=en
1444;Jalaluddin., Ir., M.T. ;;FT;https://scholar.google.co.id/citations?hl=id&user=HNb9uXsAAAAJ
1445;Khairul Iqbal., S.T., M.T ;;FT;https://scholar.google.com/citations?user=0-A0G-sAAAAJ&hl=en&citsig=AMstHGQE82AfDl9qlRqXutQEACfCK712Cg
1446;Laila Qadri., S.T., M.T ;;FT;https://scholar.google.co.id/citations?view_op=list_works&hl=en&user=G_frGFsAAAAJ
1447;Lia Mairiza., S.T.MT ;;FT;https://scholar.google.com/citations?hl=en&authuser=2&user=_rgSk1sAAAAJ
1448;M. Arief Rahman Panjaitan., ST., M.T. ;;FT;https://scholar.google.com/citations?user=ZnzLNK8AAAAJ&hl=id&oi=ao
1449;Mahdi Syukri., Ir.., S.T., MT., IPM ;;FT;
1450;Marwan., Ir., M.T. ;;FT;https://scholar.google.co.id/citations?user=yWIna80AAAAJ&hl=en
1451;Masri., Ir., M.T. ;;FT;https://scholar.google.co.id/citations?hl=en&user=_H-9NZgAAAAJ
1452;Masri., Ir., M.Eng ;Teknik Rekayasa Bahan;FT;https://scholar.google.com/citations?hl=en&user=CA0PL1gAAAAJ
1453;Mirza., Ir., M.T. ;;FT;https://scholar.google.co.id/citations?user=hahLf20AAAAJ&hl=en
1454;Muftiadi., ST, MT ;;FT;https://scholar.google.co.id/citations?user=v718ZxwAAAAJ&hl=en&authuser=1
1455;Muhammad Heru Arie Edytia., ST., M.Ars ;;FT;https://scholar.google.co.id/citations?user=YJxHS1gAAAAJ&hl=id&authuser=1
1456;Muhammad Jamil., Ir., M.T ;;FT;https://scholar.google.com/citations?user=CKwRi90AAAAJ&hl=en
1457;Mukhsin., Dr. Ir., M.T. ;Geoteknik Rekayasa;FT;https://scholar.google.co.id/citations?hl=en&user=QPXKUJ8AAAAJ
1458;Muliadi., Dr., S.T., M.T. ;;FT;https://scholar.google.com/citations?user=F0btxxgAAAAJ&hl=en&authuser=2
1459;Mulkal., ST., M.Sc ;Geospatial Technology;FT;https://scholar.google.co.id/citations?hl=en&user=LUCPVU0AAAAJ
1460;Myna Agustina Yusuf., S.T., MURP ;Perencanaan Wilayah dan Kota;FT;https://scholar.google.com/citations?hl=id&authuser=1&user=OaI3CFAAAAAJ
1461;Nasrullah., Dr., ST, MT ;Teknologi Pulp dan kertas;FT;https://scholar.google.co.id/citations?user=OsIha0wAAAAJ&hl=en
1462;Nizarli., Ir., M.Eng ;Sain Arsitektur;FT;https://scholar.google.co.id/citations?hl=en&user=9nHInRgAAAAJ&view_op=list_works&gmla=AJsN-F6xLCIatGNgVk3qPEa0tOn7XEMEW_Y6v6bXW2LubrZRkgTpKUiEYlNCof_fFlp7TF5zj1_NJw6L4B4_WAEoQG3RP70j8Yn8sEB0n5-DAOR-Ih6x5qLX5tnLKYOR2yQJxbUvFGn-QAWXr8qhiIpvEWPJDy3dNA
1463;Noer Fadhly., ST., MT ;Traffic and Urban Planning;FT;https://scholar.google.co.id/citations?hl=id&user=csBsKiMAAAAJ
